date,region,category,channel,sales_rep,quantity,unit_price,revenue,cost,profit,order_id
2022-05-15,West,Sports,Marketplace,SR016,4,3047.14,12188.58,8532.01,3656.57,ORD672133
2022-05-15,South,Electronics,Online,SR010,4,15327.8,61311.2,50275.18,11036.02,ORD419768
2022-05-15,North,Beauty,Mobile App,SR016,4,1684.23,6736.91,3031.61,3705.3,ORD541886
2022-05-15,East,Sports,Marketplace,SR010,3,3583.25,10749.76,7524.83,3224.93,ORD252310
2022-05-15,East,Fashion,Online,SR008,4,2232.46,8929.85,5179.31,3750.54,ORD385313
2022-05-15,Central,Sports,Online,SR023,3,3249.9,9749.71,6824.8,2924.91,ORD117779
2022-05-15,Central,Fashion,Online,SR008,4,2556.23,10224.9,5930.44,4294.46,ORD996305
2022-05-15,North,Fashion,Mobile App,SR027,2,2851.17,5702.34,3307.36,2394.98,ORD208776
2022-05-15,West,Fashion,Mobile App,SR030,3,2691.92,8075.75,4683.94,3391.81,ORD787040
2022-05-15,Central,Grocery,Mobile App,SR009,3,613.69,1841.06,1620.13,220.93,ORD598104
2022-05-15,North,Electronics,Marketplace,SR002,2,17777.4,35554.8,29154.94,6399.86,ORD302022
2022-05-15,South,Electronics,Retail Store,SR025,5,16766.05,83830.24,68740.8,15089.44,ORD329432
2022-05-15,South,Sports,Mobile App,SR025,3,3383.66,10150.99,7105.69,3045.3,ORD269872
2022-05-15,North,Electronics,Retail Store,SR026,2,20524.37,41048.74,33659.97,7388.77,ORD965433
2022-05-15,East,Grocery,Marketplace,SR006,5,576.18,2880.89,2535.18,345.71,ORD458749
2022-05-15,South,Electronics,Online,SR011,5,15629.9,78149.5,64082.59,14066.91,ORD892147
2022-05-15,West,Fashion,Online,SR025,5,2857.39,14286.97,8286.44,6000.53,ORD919841
2022-05-15,South,Electronics,Marketplace,SR002,2,16303.04,32606.07,26736.98,5869.09,ORD422717
2022-05-15,Central,Grocery,Online,SR025,2,676.69,1353.38,1190.97,162.41,ORD222672
2022-05-15,West,Beauty,Retail Store,SR015,5,1716.02,8580.09,3861.04,4719.05,ORD957898
2022-05-15,West,Home & Kitchen,Marketplace,SR007,4,3938.99,15755.94,11344.28,4411.66,ORD543048
2022-05-15,East,Electronics,Online,SR027,5,15357.48,76787.39,62965.66,13821.73,ORD696576
2022-05-15,South,Beauty,Online,SR008,1,2051.99,2051.99,923.4,1128.59,ORD160755
2022-05-15,North,Electronics,Online,SR029,2,18399.14,36798.29,30174.6,6623.69,ORD518006
2022-05-15,Central,Fashion,Retail Store,SR029,3,2648.24,7944.73,4607.94,3336.79,ORD220124
2022-05-15,Central,Grocery,Online,SR019,1,594.77,594.77,523.4,71.37,ORD330759
2022-05-15,East,Sports,Marketplace,SR008,1,2980.0,2980.0,2086.0,894.0,ORD307573
2022-05-15,South,Grocery,Retail Store,SR030,1,693.25,693.25,610.06,83.19,ORD611723
2022-05-15,East,Beauty,Retail Store,SR025,2,1545.13,3090.25,1390.61,1699.64,ORD751005
2022-05-15,West,Grocery,Marketplace,SR022,2,589.81,1179.63,1038.07,141.56,ORD290894
2022-05-15,West,Fashion,Mobile App,SR030,5,2399.21,11996.07,6957.72,5038.35,ORD684872
2022-05-15,Central,Beauty,Retail Store,SR002,3,1937.56,5812.67,2615.7,3196.97,ORD119132
2022-05-15,South,Grocery,Retail Store,SR002,3,639.52,1918.57,1688.34,230.23,ORD651140
2022-05-15,East,Grocery,Mobile App,SR011,4,558.07,2232.26,1964.39,267.87,ORD160814
2022-05-15,South,Home & Kitchen,Online,SR007,2,4210.95,8421.89,6063.76,2358.13,ORD821557
2022-05-15,West,Beauty,Mobile App,SR014,5,1570.38,7851.89,3533.35,4318.54,ORD896278
2022-05-15,East,Grocery,Mobile App,SR026,4,679.98,2719.91,2393.52,326.39,ORD601152
2022-05-15,East,Fashion,Online,SR001,3,2806.66,8419.99,4883.59,3536.4,ORD608585
2022-05-15,North,Electronics,Online,SR008,2,15571.63,31143.27,25537.48,5605.79,ORD272351
2022-05-15,South,Electronics,Mobile App,SR008,3,19687.9,59063.7,48432.23,10631.47,ORD103194
2022-05-15,West,Beauty,Mobile App,SR002,1,1887.58,1887.58,849.41,1038.17,ORD845862
2022-05-15,West,Grocery,Mobile App,SR020,2,708.83,1417.66,1247.54,170.12,ORD185259
2022-05-15,North,Fashion,Online,SR010,1,2430.31,2430.31,1409.58,1020.73,ORD623111
2022-05-15,North,Grocery,Online,SR015,4,671.15,2684.6,2362.45,322.15,ORD506092
2022-05-15,North,Electronics,Mobile App,SR026,2,18310.42,36620.84,30029.09,6591.75,ORD260433
2022-05-15,South,Beauty,Mobile App,SR023,1,1971.03,1971.03,886.96,1084.07,ORD768306
2022-05-15,North,Fashion,Mobile App,SR021,2,2263.64,4527.27,2625.82,1901.45,ORD111995
2022-05-15,North,Fashion,Online,SR017,3,2825.73,8477.2,4916.78,3560.42,ORD560192
2022-05-15,Central,Electronics,Online,SR030,1,16850.92,16850.92,13817.75,3033.17,ORD553746
2022-05-15,East,Grocery,Retail Store,SR025,4,624.9,2499.61,2199.66,299.95,ORD942537
2022-05-15,North,Fashion,Retail Store,SR024,4,2411.85,9647.4,5595.49,4051.91,ORD650492
2022-05-15,North,Electronics,Mobile App,SR014,3,20544.83,61634.5,50540.29,11094.21,ORD269220
2022-05-15,West,Grocery,Retail Store,SR017,4,736.73,2946.93,2593.3,353.63,ORD735996
2022-05-15,North,Home & Kitchen,Mobile App,SR024,2,4836.39,9672.77,6964.39,2708.38,ORD361130
2022-05-15,South,Electronics,Retail Store,SR006,3,18314.23,54942.7,45053.01,9889.69,ORD866811
2022-05-15,West,Grocery,Marketplace,SR026,1,636.49,636.49,560.11,76.38,ORD114235
2022-05-15,North,Beauty,Online,SR028,2,1534.04,3068.08,1380.64,1687.44,ORD715661
2022-05-15,South,Fashion,Online,SR030,4,2432.29,9729.16,5642.91,4086.25,ORD135891
2022-05-15,North,Sports,Online,SR026,5,3271.13,16355.66,11448.96,4906.7,ORD936346
2022-05-15,West,Home & Kitchen,Mobile App,SR010,1,4502.2,4502.2,3241.58,1260.62,ORD686304
2022-05-15,North,Beauty,Mobile App,SR004,5,1612.25,8061.23,3627.55,4433.68,ORD354553
2022-05-15,North,Fashion,Online,SR020,3,2615.37,7846.1,4550.74,3295.36,ORD978610
2022-05-15,Central,Sports,Online,SR024,4,3191.82,12767.29,8937.1,3830.19,ORD893643
2022-05-15,South,Electronics,Online,SR001,2,15577.84,31155.69,25547.67,5608.02,ORD911698
2022-05-15,East,Home & Kitchen,Retail Store,SR004,1,4497.75,4497.75,3238.38,1259.37,ORD941112
2022-05-15,East,Fashion,Mobile App,SR003,5,2747.86,13739.32,7968.81,5770.51,ORD212536
2022-05-15,Central,Home & Kitchen,Online,SR003,1,4966.38,4966.38,3575.79,1390.59,ORD932007
2022-05-15,South,Fashion,Retail Store,SR025,4,2623.55,10494.18,6086.62,4407.56,ORD920758
2022-05-15,Central,Home & Kitchen,Mobile App,SR014,3,4796.45,14389.35,10360.33,4029.02,ORD218264
2022-05-15,East,Fashion,Online,SR024,1,2300.24,2300.24,1334.14,966.1,ORD578208
2022-05-15,South,Beauty,Mobile App,SR001,3,1715.04,5145.11,2315.3,2829.81,ORD757871
2022-05-15,Central,Fashion,Retail Store,SR007,3,2847.32,8541.96,4954.34,3587.62,ORD206156
2022-05-15,West,Fashion,Marketplace,SR008,4,2764.58,11058.3,6413.81,4644.49,ORD122016
2022-05-15,South,Fashion,Mobile App,SR012,5,2227.2,11135.99,6458.87,4677.12,ORD833840
2022-05-15,South,Sports,Retail Store,SR022,3,3063.51,9190.52,6433.36,2757.16,ORD811789
2022-05-15,Central,Electronics,Online,SR009,1,16278.91,16278.91,13348.71,2930.2,ORD336066
2022-05-15,Central,Fashion,Mobile App,SR022,3,2542.89,7628.68,4424.63,3204.05,ORD521148
2022-05-15,North,Beauty,Mobile App,SR023,5,2060.69,10303.47,4636.56,5666.91,ORD789445
2022-05-15,South,Grocery,Online,SR005,2,622.47,1244.93,1095.54,149.39,ORD965970
2022-05-15,West,Home & Kitchen,Online,SR005,4,4267.47,17069.87,12290.31,4779.56,ORD656666
2022-05-15,West,Electronics,Mobile App,SR005,1,19167.45,19167.45,15717.31,3450.14,ORD870548
2022-05-15,East,Beauty,Retail Store,SR022,5,1876.62,9383.12,4222.4,5160.72,ORD504463
2022-05-15,North,Grocery,Online,SR020,1,554.0,554.0,487.52,66.48,ORD695718
2022-05-15,North,Grocery,Online,SR012,5,736.47,3682.34,3240.46,441.88,ORD933153
2022-05-15,South,Fashion,Retail Store,SR018,1,2614.87,2614.87,1516.62,1098.25,ORD548096
2022-05-15,West,Electronics,Mobile App,SR004,4,17965.89,71863.56,58928.12,12935.44,ORD766543
2022-05-15,South,Fashion,Marketplace,SR009,4,2544.89,10179.58,5904.16,4275.42,ORD841107
2022-05-15,North,Electronics,Online,SR021,5,18493.78,92468.9,75824.5,16644.4,ORD919276
2022-05-15,North,Home & Kitchen,Marketplace,SR029,4,4544.86,18179.44,13089.2,5090.24,ORD420636
2022-05-15,East,Grocery,Online,SR027,4,637.85,2551.42,2245.25,306.17,ORD679140
2022-05-15,West,Fashion,Online,SR013,1,2129.89,2129.89,1235.34,894.55,ORD521984
2022-05-15,North,Home & Kitchen,Mobile App,SR013,3,4500.4,13501.19,9720.86,3780.33,ORD563043
2022-05-15,Central,Sports,Retail Store,SR004,5,3180.33,15901.65,11131.15,4770.5,ORD436617
2022-05-15,South,Grocery,Marketplace,SR007,5,655.52,3277.59,2884.28,393.31,ORD664744
2022-05-15,East,Home & Kitchen,Mobile App,SR006,4,4207.78,16831.12,12118.41,4712.71,ORD625059
2022-05-15,Central,Beauty,Mobile App,SR021,5,1686.34,8431.69,3794.26,4637.43,ORD127159
2022-05-15,North,Beauty,Marketplace,SR012,1,1787.52,1787.52,804.38,983.14,ORD948574
2022-05-15,East,Beauty,Retail Store,SR027,1,1577.93,1577.93,710.07,867.86,ORD769756
2022-05-15,Central,Home & Kitchen,Mobile App,SR017,5,4411.58,22057.89,15881.68,6176.21,ORD541625
2022-05-15,Central,Beauty,Online,SR022,1,1638.0,1638.0,737.1,900.9,ORD339033
2022-05-15,North,Sports,Online,SR019,1,2854.83,2854.83,1998.38,856.45,ORD375520
2022-05-15,Central,Beauty,Mobile App,SR002,5,1921.25,9606.23,4322.8,5283.43,ORD216222
2022-05-15,North,Beauty,Mobile App,SR014,2,1568.31,3136.62,1411.48,1725.14,ORD429185
2022-05-15,South,Beauty,Retail Store,SR024,5,1755.68,8778.41,3950.28,4828.13,ORD802474
2022-05-15,East,Fashion,Mobile App,SR004,5,2411.27,12056.35,6992.68,5063.67,ORD630676
2022-05-15,East,Electronics,Retail Store,SR020,3,19589.26,58767.79,48189.59,10578.2,ORD899404
2022-05-15,South,Sports,Marketplace,SR027,3,2858.76,8576.27,6003.39,2572.88,ORD140847
2022-05-15,Central,Electronics,Online,SR007,5,18111.54,90557.69,74257.31,16300.38,ORD236206
2022-05-15,North,Fashion,Mobile App,SR018,2,2693.03,5386.06,3123.91,2262.15,ORD713658
2022-05-15,North,Sports,Online,SR029,1,3320.41,3320.41,2324.29,996.12,ORD631089
2022-05-15,East,Beauty,Marketplace,SR013,4,1920.46,7681.83,3456.82,4225.01,ORD879388
2022-05-15,South,Fashion,Retail Store,SR012,4,2323.16,9292.65,5389.74,3902.91,ORD257268
2022-05-15,Central,Beauty,Online,SR015,3,1585.72,4757.16,2140.72,2616.44,ORD192593
2022-05-15,East,Beauty,Marketplace,SR022,2,1731.43,3462.85,1558.28,1904.57,ORD993863
2022-05-15,West,Electronics,Online,SR024,1,18165.23,18165.23,14895.49,3269.74,ORD195807
2022-05-15,East,Electronics,Retail Store,SR022,3,18056.64,54169.92,44419.33,9750.59,ORD478068
2022-05-15,North,Fashion,Mobile App,SR001,4,2621.47,10485.86,6081.8,4404.06,ORD577155
2022-05-15,North,Grocery,Retail Store,SR023,3,663.01,1989.04,1750.36,238.68,ORD912533
2022-05-15,South,Home & Kitchen,Online,SR009,1,3926.9,3926.9,2827.37,1099.53,ORD232918
2022-05-15,East,Home & Kitchen,Retail Store,SR023,1,4718.31,4718.31,3397.18,1321.13,ORD803899
2022-05-15,East,Electronics,Mobile App,SR011,2,19170.33,38340.67,31439.35,6901.32,ORD687979
2022-05-15,North,Fashion,Mobile App,SR008,3,2206.97,6620.92,3840.13,2780.79,ORD825533
2022-05-15,West,Fashion,Mobile App,SR022,1,2865.35,2865.35,1661.9,1203.45,ORD890910
2022-05-15,Central,Electronics,Marketplace,SR010,4,20158.42,80633.66,66119.6,14514.06,ORD630914
2022-05-15,South,Fashion,Retail Store,SR026,5,2613.59,13067.95,7579.41,5488.54,ORD362455
2022-05-15,West,Sports,Mobile App,SR009,2,3258.38,6516.76,4561.73,1955.03,ORD708870
2022-05-15,East,Fashion,Marketplace,SR018,1,2733.98,2733.98,1585.71,1148.27,ORD610030
2022-05-15,Central,Electronics,Mobile App,SR013,2,20197.59,40395.19,33124.06,7271.13,ORD768860
2022-05-15,East,Home & Kitchen,Retail Store,SR022,5,4531.42,22657.11,16313.12,6343.99,ORD424694
2022-05-15,East,Grocery,Retail Store,SR002,1,647.22,647.22,569.55,77.67,ORD373836
2022-05-16,North,Grocery,Online,SR027,3,557.35,1672.04,1471.4,200.64,ORD238138
2022-05-16,North,Fashion,Mobile App,SR017,1,2501.16,2501.16,1450.67,1050.49,ORD787893
2022-05-16,West,Sports,Online,SR029,1,2918.26,2918.26,2042.78,875.48,ORD911804
2022-05-16,North,Beauty,Mobile App,SR017,4,1786.34,7145.37,3215.42,3929.95,ORD398902
2022-05-16,South,Beauty,Retail Store,SR007,3,1909.67,5729.02,2578.06,3150.96,ORD207447
2022-05-16,South,Home & Kitchen,Mobile App,SR029,4,4252.02,17008.08,12245.82,4762.26,ORD987172
2022-05-16,North,Sports,Retail Store,SR026,1,3570.57,3570.57,2499.4,1071.17,ORD929899
2022-05-16,East,Fashion,Online,SR026,3,2549.53,7648.6,4436.19,3212.41,ORD489272
2022-05-16,South,Fashion,Retail Store,SR009,1,2735.13,2735.13,1586.38,1148.75,ORD105081
2022-05-16,South,Grocery,Retail Store,SR005,2,670.43,1340.86,1179.96,160.9,ORD128388
2022-05-16,East,Home & Kitchen,Online,SR029,4,4831.77,19327.1,13915.51,5411.59,ORD516793
2022-05-16,South,Fashion,Online,SR019,1,2659.15,2659.15,1542.31,1116.84,ORD804653
2022-05-16,South,Home & Kitchen,Retail Store,SR007,2,4466.11,8932.22,6431.2,2501.02,ORD955511
2022-05-16,South,Home & Kitchen,Mobile App,SR005,1,4060.8,4060.8,2923.78,1137.02,ORD294695
2022-05-16,South,Electronics,Marketplace,SR028,4,15715.82,62863.28,51547.89,11315.39,ORD234043
2022-05-16,East,Fashion,Online,SR003,2,2192.92,4385.84,2543.79,1842.05,ORD366086
2022-05-16,West,Beauty,Online,SR005,4,1589.68,6358.72,2861.42,3497.3,ORD446017
2022-05-16,Central,Fashion,Mobile App,SR025,5,2688.03,13440.15,7795.29,5644.86,ORD990659
2022-05-16,Central,Electronics,Mobile App,SR020,1,20564.65,20564.65,16863.01,3701.64,ORD964314
2022-05-16,Central,Grocery,Retail Store,SR017,3,630.58,1891.73,1664.72,227.01,ORD983750
2022-05-16,North,Grocery,Retail Store,SR016,5,741.31,3706.54,3261.76,444.78,ORD334232
2022-05-16,West,Sports,Online,SR014,4,3024.71,12098.85,8469.19,3629.66,ORD333214
2022-05-16,South,Fashion,Online,SR005,4,2804.39,11217.58,6506.2,4711.38,ORD405114
2022-05-16,North,Home & Kitchen,Marketplace,SR023,1,4783.56,4783.56,3444.16,1339.4,ORD360842
2022-05-16,North,Home & Kitchen,Online,SR008,4,5149.91,20599.65,14831.75,5767.9,ORD675394
2022-05-16,East,Home & Kitchen,Online,SR009,1,4726.14,4726.14,3402.82,1323.32,ORD432273
2022-05-16,Central,Sports,Retail Store,SR028,3,3078.96,9236.87,6465.81,2771.06,ORD525769
2022-05-16,East,Electronics,Online,SR012,3,16673.19,50019.56,41016.04,9003.52,ORD830470
2022-05-16,North,Sports,Online,SR006,3,3459.46,10378.37,7264.86,3113.51,ORD595024
2022-05-16,North,Electronics,Online,SR009,3,19764.71,59294.14,48621.19,10672.95,ORD675882
2022-05-16,North,Electronics,Online,SR011,5,19768.85,98844.27,81052.3,17791.97,ORD659595
2022-05-16,East,Grocery,Retail Store,SR019,1,685.45,685.45,603.2,82.25,ORD487937
2022-05-16,Central,Electronics,Retail Store,SR023,1,19440.8,19440.8,15941.46,3499.34,ORD784777
2022-05-16,East,Home & Kitchen,Retail Store,SR012,1,4225.72,4225.72,3042.52,1183.2,ORD534296
2022-05-16,West,Grocery,Mobile App,SR016,1,588.42,588.42,517.81,70.61,ORD754341
2022-05-16,East,Electronics,Mobile App,SR015,5,15669.29,78346.43,64244.07,14102.36,ORD531674
2022-05-16,North,Fashion,Mobile App,SR005,1,2128.0,2128.0,1234.24,893.76,ORD533427
2022-05-16,North,Fashion,Retail Store,SR027,4,2552.72,10210.88,5922.31,4288.57,ORD410110
2022-05-16,North,Sports,Online,SR003,3,3264.7,9794.1,6855.87,2938.23,ORD743155
2022-05-16,West,Fashion,Online,SR005,1,2679.5,2679.5,1554.11,1125.39,ORD230964
2022-05-16,South,Grocery,Online,SR029,4,634.61,2538.44,2233.83,304.61,ORD310363
2022-05-16,West,Electronics,Online,SR017,2,18085.11,36170.23,29659.59,6510.64,ORD892641
2022-05-16,North,Fashion,Mobile App,SR020,5,2480.33,12401.64,7192.95,5208.69,ORD988933
2022-05-16,East,Grocery,Online,SR003,5,697.82,3489.12,3070.43,418.69,ORD534753
2022-05-16,North,Beauty,Online,SR020,4,1585.16,6340.63,2853.28,3487.35,ORD647583
2022-05-16,Central,Fashion,Mobile App,SR011,3,2372.8,7118.4,4128.67,2989.73,ORD494566
2022-05-16,West,Grocery,Online,SR018,5,737.49,3687.44,3244.95,442.49,ORD276189
2022-05-16,South,Beauty,Marketplace,SR006,3,1731.23,5193.68,2337.16,2856.52,ORD917024
2022-05-16,West,Fashion,Marketplace,SR003,4,2610.51,10442.05,6056.39,4385.66,ORD810835
2022-05-16,North,Fashion,Mobile App,SR029,1,2622.18,2622.18,1520.86,1101.32,ORD559957
2022-05-16,South,Sports,Online,SR005,2,3465.92,6931.83,4852.28,2079.55,ORD828552
2022-05-16,East,Sports,Online,SR023,4,3602.77,14411.08,10087.76,4323.32,ORD248161
2022-05-16,East,Electronics,Marketplace,SR018,5,17719.69,88598.43,72650.71,15947.72,ORD578774
2022-05-16,East,Grocery,Online,SR006,1,626.94,626.94,551.71,75.23,ORD483551
2022-05-16,East,Sports,Online,SR023,5,3666.87,18334.33,12834.03,5500.3,ORD635152
2022-05-16,Central,Beauty,Retail Store,SR006,5,1701.4,8507.0,3828.15,4678.85,ORD458795
2022-05-16,South,Grocery,Online,SR014,3,568.93,1706.78,1501.97,204.81,ORD638784
2022-05-16,West,Fashion,Mobile App,SR012,2,2222.52,4445.04,2578.12,1866.92,ORD871668
2022-05-16,North,Grocery,Mobile App,SR022,1,712.36,712.36,626.88,85.48,ORD556982
2022-05-16,North,Home & Kitchen,Retail Store,SR006,2,4284.93,8569.87,6170.31,2399.56,ORD517917
2022-05-16,Central,Electronics,Online,SR019,4,16293.45,65173.8,53442.52,11731.28,ORD658583
2022-05-16,East,Home & Kitchen,Online,SR020,3,4376.29,13128.87,9452.79,3676.08,ORD486573
2022-05-16,South,Grocery,Retail Store,SR029,1,619.97,619.97,545.57,74.4,ORD143926
2022-05-16,West,Electronics,Retail Store,SR018,4,17153.1,68612.41,56262.18,12350.23,ORD359765
2022-05-16,East,Electronics,Retail Store,SR012,3,20460.95,61382.86,50333.95,11048.91,ORD501567
2022-05-16,South,Grocery,Mobile App,SR021,4,586.45,2345.81,2064.31,281.5,ORD247472
2022-05-16,West,Electronics,Retail Store,SR025,2,19995.5,39990.99,32792.61,7198.38,ORD334811
2022-05-16,East,Fashion,Online,SR018,1,2536.42,2536.42,1471.12,1065.3,ORD653122
2022-05-16,East,Electronics,Mobile App,SR020,2,17982.33,35964.66,29491.02,6473.64,ORD884069
2022-05-16,West,Beauty,Mobile App,SR007,1,1537.61,1537.61,691.92,845.69,ORD368302
2022-05-16,North,Home & Kitchen,Online,SR019,2,4968.1,9936.2,7154.06,2782.14,ORD196751
2022-05-16,North,Fashion,Online,SR025,4,2512.39,10049.55,5828.74,4220.81,ORD569920
2022-05-16,South,Electronics,Mobile App,SR001,2,16793.78,33587.55,27541.79,6045.76,ORD859213
2022-05-16,South,Home & Kitchen,Mobile App,SR024,5,3956.78,19783.88,14244.39,5539.49,ORD175917
2022-05-16,East,Grocery,Marketplace,SR006,3,663.46,1990.37,1751.53,238.84,ORD419991
2022-05-16,North,Beauty,Online,SR005,1,1977.65,1977.65,889.94,1087.71,ORD644132
2022-05-16,North,Electronics,Marketplace,SR007,1,15510.04,15510.04,12718.23,2791.81,ORD736939
2022-05-16,North,Sports,Mobile App,SR016,4,2748.78,10995.14,7696.6,3298.54,ORD964807
2022-05-16,North,Electronics,Mobile App,SR011,1,20216.53,20216.53,16577.55,3638.98,ORD515958
2022-05-16,North,Electronics,Retail Store,SR010,1,18657.55,18657.55,15299.19,3358.36,ORD569064
2022-05-16,East,Sports,Online,SR013,4,3501.33,14005.33,9803.73,4201.6,ORD289163
2022-05-16,Central,Fashion,Mobile App,SR028,4,2361.46,9445.86,5478.6,3967.26,ORD850852
2022-05-16,West,Sports,Mobile App,SR018,5,3192.33,15961.63,11173.14,4788.49,ORD473483
2022-05-16,East,Electronics,Online,SR011,4,20111.69,80446.74,65966.33,14480.41,ORD490867
2022-05-16,South,Fashion,Online,SR017,3,2690.89,8072.67,4682.15,3390.52,ORD129242
2022-05-16,Central,Beauty,Retail Store,SR003,5,1776.64,8883.2,3997.44,4885.76,ORD831942
2022-05-16,East,Electronics,Mobile App,SR020,5,20244.79,101223.95,83003.64,18220.31,ORD915232
2022-05-16,East,Grocery,Mobile App,SR002,5,568.05,2840.27,2499.44,340.83,ORD674799
2022-05-16,North,Home & Kitchen,Mobile App,SR015,4,4101.15,16404.6,11811.31,4593.29,ORD324356
2022-05-16,Central,Sports,Online,SR011,2,3313.53,6627.05,4638.93,1988.12,ORD777917
2022-05-16,Central,Home & Kitchen,Mobile App,SR016,2,5057.57,10115.14,7282.9,2832.24,ORD438864
2022-05-16,East,Fashion,Online,SR027,4,2782.62,11130.48,6455.68,4674.8,ORD906629
2022-05-16,West,Grocery,Retail Store,SR010,3,564.75,1694.26,1490.95,203.31,ORD159301
2022-05-16,North,Electronics,Retail Store,SR002,4,19602.48,78409.91,64296.13,14113.78,ORD595707
2022-05-16,East,Grocery,Retail Store,SR021,5,685.25,3426.27,3015.12,411.15,ORD597766
2022-05-16,North,Fashion,Mobile App,SR029,1,2165.19,2165.19,1255.81,909.38,ORD192945
2022-05-16,West,Grocery,Online,SR003,3,634.27,1902.82,1674.48,228.34,ORD959451
2022-05-16,West,Grocery,Mobile App,SR017,4,592.79,2371.16,2086.62,284.54,ORD460588
2022-05-16,Central,Electronics,Marketplace,SR001,3,20441.59,61324.76,50286.3,11038.46,ORD608107
2022-05-16,West,Grocery,Online,SR002,3,626.1,1878.31,1652.91,225.4,ORD278686
2022-05-16,Central,Electronics,Online,SR020,2,17175.43,34350.86,28167.71,6183.15,ORD485803
2022-05-16,North,Electronics,Retail Store,SR015,5,18094.81,90474.03,74188.7,16285.33,ORD223327
2022-05-16,West,Home & Kitchen,Mobile App,SR016,1,4540.02,4540.02,3268.81,1271.21,ORD699724
2022-05-16,Central,Grocery,Online,SR027,5,605.31,3026.57,2663.38,363.19,ORD125178
2022-05-16,East,Beauty,Mobile App,SR011,1,1791.46,1791.46,806.16,985.3,ORD758507
2022-05-16,South,Beauty,Retail Store,SR007,2,1582.21,3164.43,1423.99,1740.44,ORD524425
2022-05-16,North,Fashion,Mobile App,SR008,4,2456.41,9825.65,5698.88,4126.77,ORD493599
2022-05-16,East,Home & Kitchen,Online,SR007,5,4656.73,23283.64,16764.22,6519.42,ORD988505
2022-05-16,West,Fashion,Marketplace,SR009,4,2590.61,10362.42,6010.2,4352.22,ORD419242
2022-05-16,South,Fashion,Retail Store,SR024,5,2755.2,13776.0,7990.08,5785.92,ORD814471
2022-05-16,East,Grocery,Mobile App,SR003,2,607.87,1215.74,1069.85,145.89,ORD424501
2022-05-16,West,Grocery,Mobile App,SR004,5,634.98,3174.89,2793.9,380.99,ORD182647
2022-05-16,Central,Grocery,Mobile App,SR020,5,625.37,3126.84,2751.62,375.22,ORD668557
2022-05-16,West,Electronics,Mobile App,SR013,3,19595.4,58786.19,48204.68,10581.51,ORD727284
2022-05-16,North,Electronics,Online,SR008,2,16818.45,33636.91,27582.27,6054.64,ORD880162
2022-05-16,Central,Fashion,Online,SR016,3,2854.52,8563.55,4966.86,3596.69,ORD227315
2022-05-16,Central,Home & Kitchen,Online,SR019,2,4716.66,9433.31,6791.98,2641.33,ORD612689
2022-05-16,West,Grocery,Retail Store,SR026,4,557.14,2228.57,1961.14,267.43,ORD320483
2022-05-16,Central,Home & Kitchen,Mobile App,SR019,5,4808.24,24041.18,17309.65,6731.53,ORD355380
2022-05-16,North,Home & Kitchen,Online,SR018,5,4619.68,23098.42,16630.86,6467.56,ORD705158
2022-05-16,South,Fashion,Mobile App,SR029,2,2778.61,5557.21,3223.18,2334.03,ORD408312
2022-05-16,Central,Electronics,Retail Store,SR024,3,15543.95,46631.85,38238.12,8393.73,ORD884030
2022-05-16,North,Home & Kitchen,Online,SR022,5,4623.18,23115.92,16643.46,6472.46,ORD937734
2022-05-16,North,Grocery,Mobile App,SR002,2,563.84,1127.68,992.36,135.32,ORD617113
2022-05-16,South,Grocery,Online,SR025,2,657.69,1315.38,1157.53,157.85,ORD511924
2022-05-16,South,Electronics,Retail Store,SR021,1,19101.0,19101.0,15662.82,3438.18,ORD525639
2022-05-16,North,Home & Kitchen,Online,SR014,2,5061.03,10122.07,7287.89,2834.18,ORD162149
2022-05-16,North,Home & Kitchen,Mobile App,SR013,2,3927.66,7855.33,5655.84,2199.49,ORD419733
2022-05-16,Central,Grocery,Online,SR016,2,580.64,1161.29,1021.94,139.35,ORD126035
2022-05-16,North,Electronics,Mobile App,SR008,3,16655.57,49966.7,40972.69,8994.01,ORD234615
2022-05-16,South,Grocery,Mobile App,SR016,4,664.98,2659.9,2340.71,319.19,ORD104929
2022-05-16,South,Electronics,Online,SR009,3,17948.13,53844.39,44152.4,9691.99,ORD552183
2022-05-16,Central,Home & Kitchen,Retail Store,SR008,5,4164.9,20824.48,14993.63,5830.85,ORD646371
2022-05-16,North,Fashion,Retail Store,SR019,3,2593.63,7780.88,4512.91,3267.97,ORD436299
2022-05-16,South,Beauty,Marketplace,SR029,4,1815.33,7261.32,3267.59,3993.73,ORD975120
2022-05-16,South,Electronics,Mobile App,SR014,3,17353.7,52061.11,42690.11,9371.0,ORD971252
2022-05-16,South,Electronics,Online,SR025,5,15633.14,78165.7,64095.87,14069.83,ORD163537
2022-05-16,East,Fashion,Retail Store,SR020,4,2588.62,10354.48,6005.6,4348.88,ORD526722
2022-05-16,North,Home & Kitchen,Online,SR019,2,3987.78,7975.57,5742.41,2233.16,ORD284699
2022-05-16,North,Fashion,Mobile App,SR008,4,2769.96,11079.84,6426.31,4653.53,ORD384241
2022-05-16,South,Grocery,Online,SR017,2,745.43,1490.85,1311.95,178.9,ORD999116
2022-05-16,North,Beauty,Marketplace,SR002,1,2040.76,2040.76,918.34,1122.42,ORD285338
2022-05-16,North,Home & Kitchen,Marketplace,SR025,1,4482.75,4482.75,3227.58,1255.17,ORD865588
